"","Age_days","Age_weeks","Age_category","Population","Generation","Line","Mouse_ID","Sex","Environment","Body_Weight_g","Tail_Length_mm","PopEnv"
"1",21,3,"weaning","Brazil","N11","MANA","193x255_BZ1","Female","Cold",5.81,60,"Brazil - Cold"
"2",21,3,"weaning","Brazil","N11","MANA","193x255_BZ2","Male","Warm",4.62,54,"Brazil - Warm"
"3",21,3,"weaning","Brazil","N11","MANA","193x255_BZ4","Male","Warm",5.88,60,"Brazil - Warm"
"4",21,3,"weaning","Brazil","N11","MANA","193x255_BZ6","Male","Cold",6.06,62,"Brazil - Cold"
"5",25,3.571428571,"startexp","Brazil","N11","MANA","193x255_BZ1","Female","Cold",7.16,63,"Brazil - Cold"
"6",25,3.571428571,"startexp","Brazil","N11","MANA","193x255_BZ2","Male","Warm",5.57,55.5,"Brazil - Warm"
"7",25,3.571428571,"startexp","Brazil","N11","MANA","193x255_BZ4","Male","Warm",6.79,63.5,"Brazil - Warm"
"8",25,3.571428571,"startexp","Brazil","N11","MANA","193x255_BZ6","Male","Cold",7.58,64.5,"Brazil - Cold"
"9",32,4.571428571,"na","Brazil","N11","MANA","193x255_BZ1","Female","Cold",8.55,64.5,"Brazil - Cold"
"10",32,4.571428571,"na","Brazil","N11","MANA","193x255_BZ2","Male","Warm",8.46,62.5,"Brazil - Warm"
"11",32,4.571428571,"na","Brazil","N11","MANA","193x255_BZ4","Male","Warm",10.12,69,"Brazil - Warm"
"12",32,4.571428571,"na","Brazil","N11","MANA","193x255_BZ6","Male","Cold",9.76,65,"Brazil - Cold"
"13",39,5.571428571,"na","Brazil","N11","MANA","193x255_BZ1","Female","Cold",9.13,65.5,"Brazil - Cold"
"14",39,5.571428571,"na","Brazil","N11","MANA","193x255_BZ2","Male","Warm",9.21,67,"Brazil - Warm"
"15",39,5.571428571,"na","Brazil","N11","MANA","193x255_BZ4","Male","Warm",12.2,73.5,"Brazil - Warm"
"16",39,5.571428571,"na","Brazil","N11","MANA","193x255_BZ6","Male","Cold",10.74,66.5,"Brazil - Cold"
"17",46,6.571428571,"na","Brazil","N11","MANA","193x255_BZ1","Female","Cold",10.11,67.5,"Brazil - Cold"
"18",46,6.571428571,"na","Brazil","N11","MANA","193x255_BZ2","Male","Warm",9.02,70.5,"Brazil - Warm"
"19",46,6.571428571,"na","Brazil","N11","MANA","193x255_BZ4","Male","Warm",12.97,77.5,"Brazil - Warm"
"20",46,6.571428571,"na","Brazil","N11","MANA","193x255_BZ6","Male","Cold",11.58,71,"Brazil - Cold"
"21",54,7.714285714,"na","Brazil","N11","MANA","193x255_BZ1","Female","Cold",10.9,70,"Brazil - Cold"
"22",54,7.714285714,"na","Brazil","N11","MANA","193x255_BZ2","Male","Warm",9.78,74,"Brazil - Warm"
"23",54,7.714285714,"na","Brazil","N11","MANA","193x255_BZ4","Male","Warm",13.5,79,"Brazil - Warm"
"24",54,7.714285714,"na","Brazil","N11","MANA","193x255_BZ6","Male","Cold",11.69,71.5,"Brazil - Cold"
"25",61,8.714285714,"na","Brazil","N11","MANA","193x255_BZ1","Female","Cold",10.96,71,"Brazil - Cold"
"26",61,8.714285714,"na","Brazil","N11","MANA","193x255_BZ2","Male","Warm",10.16,74,"Brazil - Warm"
"27",61,8.714285714,"na","Brazil","N11","MANA","193x255_BZ4","Male","Warm",13.93,82.5,"Brazil - Warm"
"28",61,8.714285714,"na","Brazil","N11","MANA","193x255_BZ6","Male","Cold",11.95,73,"Brazil - Cold"
"29",68,9.714285714,"na","Brazil","N11","MANA","193x255_BZ1","Female","Cold",10.92,72,"Brazil - Cold"
"30",68,9.714285714,"na","Brazil","N11","MANA","193x255_BZ2","Male","Warm",10.18,76,"Brazil - Warm"
"31",68,9.714285714,"na","Brazil","N11","MANA","193x255_BZ4","Male","Warm",14.36,83,"Brazil - Warm"
"32",68,9.714285714,"na","Brazil","N11","MANA","193x255_BZ6","Male","Cold",11.98,73,"Brazil - Cold"
"33",74,10.57142857,"endexp","Brazil","N11","MANA","193x255_BZ1","Female","Cold",10.89,72.5,"Brazil - Cold"
"34",74,10.57142857,"endexp","Brazil","N11","MANA","193x255_BZ2","Male","Warm",10.35,76,"Brazil - Warm"
"35",74,10.57142857,"endexp","Brazil","N11","MANA","193x255_BZ4","Male","Warm",14.42,83,"Brazil - Warm"
"36",74,10.57142857,"endexp","Brazil","N11","MANA","193x255_BZ6","Male","Cold",12.52,73,"Brazil - Cold"
"37",21,3,"weaning","Brazil","N11","MANA","193x255_BZ3","Female","Cold",6,60,"Brazil - Cold"
"38",21,3,"weaning","Brazil","N11","MANA","193x255_BZ5","Female","Warm",5.26,56.5,"Brazil - Warm"
"39",21,3,"weaning","Brazil","N11","MANA","193x255_BZ7","Female","Warm",6.54,62,"Brazil - Warm"
"40",21,3,"weaning","Brazil","N11","MANA","193x255_BZ8","Male","Cold",6.42,61.5,"Brazil - Cold"
"41",21,3,"weaning","Brazil","N11","MANA","193x255_BZ9","Female","Warm",6.44,61.5,"Brazil - Warm"
"42",24,3.428571429,"startexp","Brazil","N11","MANA","193x255_BZ3","Female","Cold",6.51,63,"Brazil - Cold"
"43",24,3.428571429,"startexp","Brazil","N11","MANA","193x255_BZ5","Female","Warm",5.82,59.5,"Brazil - Warm"
"44",24,3.428571429,"startexp","Brazil","N11","MANA","193x255_BZ7","Female","Warm",7.18,65,"Brazil - Warm"
"45",24,3.428571429,"startexp","Brazil","N11","MANA","193x255_BZ8","Male","Cold",7.02,65.5,"Brazil - Cold"
"46",24,3.428571429,"startexp","Brazil","N11","MANA","193x255_BZ9","Female","Warm",6.67,64,"Brazil - Warm"
"47",32,4.571428571,"na","Brazil","N11","MANA","193x255_BZ3","Female","Cold",8.31,65,"Brazil - Cold"
"48",32,4.571428571,"na","Brazil","N11","MANA","193x255_BZ5","Female","Warm",7.22,61.5,"Brazil - Warm"
"49",32,4.571428571,"na","Brazil","N11","MANA","193x255_BZ7","Female","Warm",9.7,71.5,"Brazil - Warm"
"50",32,4.571428571,"na","Brazil","N11","MANA","193x255_BZ8","Male","Cold",9.66,67,"Brazil - Cold"
"51",32,4.571428571,"na","Brazil","N11","MANA","193x255_BZ9","Female","Warm",9.46,70.5,"Brazil - Warm"
"52",40,5.714285714,"na","Brazil","N11","MANA","193x255_BZ3","Female","Cold",9.65,67.5,"Brazil - Cold"
"53",40,5.714285714,"na","Brazil","N11","MANA","193x255_BZ5","Female","Warm",8.21,66.5,"Brazil - Warm"
"54",40,5.714285714,"na","Brazil","N11","MANA","193x255_BZ7","Female","Warm",11.33,76.5,"Brazil - Warm"
"55",40,5.714285714,"na","Brazil","N11","MANA","193x255_BZ8","Male","Cold",11.28,70.5,"Brazil - Cold"
"56",40,5.714285714,"na","Brazil","N11","MANA","193x255_BZ9","Female","Warm",10.81,75.5,"Brazil - Warm"
"57",46,6.571428571,"na","Brazil","N11","MANA","193x255_BZ3","Female","Cold",10.13,68.5,"Brazil - Cold"
"58",46,6.571428571,"na","Brazil","N11","MANA","193x255_BZ5","Female","Warm",8.64,69,"Brazil - Warm"
"59",46,6.571428571,"na","Brazil","N11","MANA","193x255_BZ7","Female","Warm",11.56,77,"Brazil - Warm"
"60",46,6.571428571,"na","Brazil","N11","MANA","193x255_BZ8","Male","Cold",11.78,71,"Brazil - Cold"
"61",46,6.571428571,"na","Brazil","N11","MANA","193x255_BZ9","Female","Warm",10.84,76,"Brazil - Warm"
"62",54,7.714285714,"na","Brazil","N11","MANA","193x255_BZ3","Female","Cold",10.51,69.5,"Brazil - Cold"
"63",54,7.714285714,"na","Brazil","N11","MANA","193x255_BZ5","Female","Warm",9.57,71,"Brazil - Warm"
"64",54,7.714285714,"na","Brazil","N11","MANA","193x255_BZ7","Female","Warm",12.28,79.5,"Brazil - Warm"
"65",54,7.714285714,"na","Brazil","N11","MANA","193x255_BZ8","Male","Cold",11.82,73,"Brazil - Cold"
"66",54,7.714285714,"na","Brazil","N11","MANA","193x255_BZ9","Female","Warm",11.2,76,"Brazil - Warm"
"67",60,8.571428571,"na","Brazil","N11","MANA","193x255_BZ3","Female","Cold",10.47,71.5,"Brazil - Cold"
"68",60,8.571428571,"na","Brazil","N11","MANA","193x255_BZ5","Female","Warm",9.26,72,"Brazil - Warm"
"69",60,8.571428571,"na","Brazil","N11","MANA","193x255_BZ7","Female","Warm",11.88,79.5,"Brazil - Warm"
"70",60,8.571428571,"na","Brazil","N11","MANA","193x255_BZ8","Male","Cold",12.27,74,"Brazil - Cold"
"71",60,8.571428571,"na","Brazil","N11","MANA","193x255_BZ9","Female","Warm",11.01,79,"Brazil - Warm"
"72",67,9.571428571,"na","Brazil","N11","MANA","193x255_BZ3","Female","Cold",10.94,72,"Brazil - Cold"
"73",67,9.571428571,"na","Brazil","N11","MANA","193x255_BZ5","Female","Warm",9.69,74.5,"Brazil - Warm"
"74",67,9.571428571,"na","Brazil","N11","MANA","193x255_BZ7","Female","Warm",12.14,80,"Brazil - Warm"
"75",67,9.571428571,"na","Brazil","N11","MANA","193x255_BZ8","Male","Cold",12.52,75.5,"Brazil - Cold"
"76",67,9.571428571,"na","Brazil","N11","MANA","193x255_BZ9","Female","Warm",11.63,79,"Brazil - Warm"
"77",75,10.71428571,"endexp","Brazil","N11","MANA","193x255_BZ3","Female","Cold",10.95,72.5,"Brazil - Cold"
"78",75,10.71428571,"endexp","Brazil","N11","MANA","193x255_BZ5","Female","Warm",9.38,74.5,"Brazil - Warm"
"79",75,10.71428571,"endexp","Brazil","N11","MANA","193x255_BZ7","Female","Warm",12.03,81,"Brazil - Warm"
"80",75,10.71428571,"endexp","Brazil","N11","MANA","193x255_BZ8","Male","Cold",12.92,76,"Brazil - Cold"
"81",75,10.71428571,"endexp","Brazil","N11","MANA","193x255_BZ9","Female","Warm",11.39,79.5,"Brazil - Warm"
"82",21,3,"weaning","Brazil","N11","MANA","193x255_BZ11","Female","Warm",5.92,58,"Brazil - Warm"
"83",25,3.571428571,"startexp","Brazil","N11","MANA","193x255_BZ11","Female","Warm",6.93,61,"Brazil - Warm"
"84",32,4.571428571,"na","Brazil","N11","MANA","193x255_BZ11","Female","Warm",8.56,67.5,"Brazil - Warm"
"85",39,5.571428571,"na","Brazil","N11","MANA","193x255_BZ11","Female","Warm",9.85,71,"Brazil - Warm"
"86",46,6.571428571,"na","Brazil","N11","MANA","193x255_BZ11","Female","Warm",10.12,73.5,"Brazil - Warm"
"87",53,7.571428571,"na","Brazil","N11","MANA","193x255_BZ11","Female","Warm",10.54,76,"Brazil - Warm"
"88",60,8.571428571,"na","Brazil","N11","MANA","193x255_BZ11","Female","Warm",10.75,77,"Brazil - Warm"
"89",67,9.571428571,"na","Brazil","N11","MANA","193x255_BZ11","Female","Warm",10.92,78,"Brazil - Warm"
"90",74,10.57142857,"endexp","Brazil","N11","MANA","193x255_BZ11","Female","Warm",10.71,79.5,"Brazil - Warm"
"91",21,3,"weaning","Brazil","N11","MANA","193x255_BZ10","Male","Warm",5.49,53,"Brazil - Warm"
"92",25,3.571428571,"startexp","Brazil","N11","MANA","193x255_BZ10","Male","Warm",6.91,57,"Brazil - Warm"
"93",32,4.571428571,"na","Brazil","N11","MANA","193x255_BZ10","Male","Warm",9.75,64.5,"Brazil - Warm"
"94",39,5.571428571,"na","Brazil","N11","MANA","193x255_BZ10","Male","Warm",11.11,70,"Brazil - Warm"
"95",46,6.571428571,"na","Brazil","N11","MANA","193x255_BZ10","Male","Warm",11.76,73.5,"Brazil - Warm"
"96",53,7.571428571,"na","Brazil","N11","MANA","193x255_BZ10","Male","Warm",12.32,75.5,"Brazil - Warm"
"97",60,8.571428571,"na","Brazil","N11","MANA","193x255_BZ10","Male","Warm",12.27,77,"Brazil - Warm"
"98",67,9.571428571,"na","Brazil","N11","MANA","193x255_BZ10","Male","Warm",12.56,78.5,"Brazil - Warm"
"99",74,10.57142857,"endexp","Brazil","N11","MANA","193x255_BZ10","Male","Warm",12.78,78.5,"Brazil - Warm"
"100",21,3,"weaning","Brazil","N11","MANA","193x255_BZ12","Male","Cold",5.61,56,"Brazil - Cold"
"101",25,3.571428571,"startexp","Brazil","N11","MANA","193x255_BZ12","Male","Cold",6.91,60,"Brazil - Cold"
"102",32,4.571428571,"na","Brazil","N11","MANA","193x255_BZ12","Male","Cold",8.89,64,"Brazil - Cold"
"103",39,5.571428571,"na","Brazil","N11","MANA","193x255_BZ12","Male","Cold",10.8,67,"Brazil - Cold"
"104",46,6.571428571,"na","Brazil","N11","MANA","193x255_BZ12","Male","Cold",11.41,70,"Brazil - Cold"
"105",53,7.571428571,"na","Brazil","N11","MANA","193x255_BZ12","Male","Cold",11.64,70.5,"Brazil - Cold"
"106",60,8.571428571,"na","Brazil","N11","MANA","193x255_BZ12","Male","Cold",12.08,72.5,"Brazil - Cold"
"107",67,9.571428571,"na","Brazil","N11","MANA","193x255_BZ12","Male","Cold",12.55,73,"Brazil - Cold"
"108",74,10.57142857,"endexp","Brazil","N11","MANA","193x255_BZ12","Male","Cold",13.18,76,"Brazil - Cold"
"109",21,3,"weaning","Brazil","N11","MANA","193x255_BZ14","Male","Warm",5.5,55,"Brazil - Warm"
"110",25,3.571428571,"startexp","Brazil","N11","MANA","193x255_BZ14","Male","Warm",6.21,58.5,"Brazil - Warm"
"111",32,4.571428571,"na","Brazil","N11","MANA","193x255_BZ14","Male","Warm",7.6,64,"Brazil - Warm"
"112",39,5.571428571,"na","Brazil","N11","MANA","193x255_BZ14","Male","Warm",8.96,67,"Brazil - Warm"
"113",46,6.571428571,"na","Brazil","N11","MANA","193x255_BZ14","Male","Warm",9.7,70,"Brazil - Warm"
"114",53,7.571428571,"na","Brazil","N11","MANA","193x255_BZ14","Male","Warm",10.58,75.5,"Brazil - Warm"
"115",60,8.571428571,"na","Brazil","N11","MANA","193x255_BZ14","Male","Warm",10.99,76,"Brazil - Warm"
"116",67,9.571428571,"na","Brazil","N11","MANA","193x255_BZ14","Male","Warm",10.98,76,"Brazil - Warm"
"117",74,10.57142857,"endexp","Brazil","N11","MANA","193x255_BZ14","Male","Warm",10.96,78,"Brazil - Warm"
"118",21,3,"weaning","Brazil","N11","MANA","193x255_BZ13","Male","Cold",5.04,55,"Brazil - Cold"
"119",25,3.571428571,"startexp","Brazil","N11","MANA","193x255_BZ13","Male","Cold",5.85,56.5,"Brazil - Cold"
"120",32,4.571428571,"na","Brazil","N11","MANA","193x255_BZ13","Male","Cold",7.5,59,"Brazil - Cold"
"121",39,5.571428571,"na","Brazil","N11","MANA","193x255_BZ13","Male","Cold",8.98,62,"Brazil - Cold"
"122",46,6.571428571,"na","Brazil","N11","MANA","193x255_BZ13","Male","Cold",9.79,64.5,"Brazil - Cold"
"123",53,7.571428571,"na","Brazil","N11","MANA","193x255_BZ13","Male","Cold",10.26,66.5,"Brazil - Cold"
"124",60,8.571428571,"na","Brazil","N11","MANA","193x255_BZ13","Male","Cold",10.74,68,"Brazil - Cold"
"125",67,9.571428571,"na","Brazil","N11","MANA","193x255_BZ13","Male","Cold",11.26,70,"Brazil - Cold"
"126",74,10.57142857,"endexp","Brazil","N11","MANA","193x255_BZ13","Male","Cold",11.59,70.5,"Brazil - Cold"
"127",21,3,"weaning","Brazil","N12","MANB","222x254_BZ1","Female","Cold",6.01,56,"Brazil - Cold"
"128",21,3,"weaning","Brazil","N12","MANB","222x254_BZ2","Male","Cold",5.96,56,"Brazil - Cold"
"129",21,3,"weaning","Brazil","N12","MANB","222x254_BZ3","Female","Warm",4.82,54.5,"Brazil - Warm"
"130",26,3.714285714,"startexp","Brazil","N12","MANB","222x254_BZ1","Female","Cold",8.28,63,"Brazil - Cold"
"131",26,3.714285714,"startexp","Brazil","N12","MANB","222x254_BZ2","Male","Cold",8.72,65,"Brazil - Cold"
"132",26,3.714285714,"startexp","Brazil","N12","MANB","222x254_BZ3","Female","Warm",7.73,60,"Brazil - Warm"
"133",32,4.571428571,"na","Brazil","N12","MANB","222x254_BZ1","Female","Cold",9.96,65,"Brazil - Cold"
"134",32,4.571428571,"na","Brazil","N12","MANB","222x254_BZ2","Male","Cold",11.35,66,"Brazil - Cold"
"135",32,4.571428571,"na","Brazil","N12","MANB","222x254_BZ3","Female","Warm",9.8,65.5,"Brazil - Warm"
"136",39,5.571428571,"na","Brazil","N12","MANB","222x254_BZ1","Female","Cold",11.23,65,"Brazil - Cold"
"137",39,5.571428571,"na","Brazil","N12","MANB","222x254_BZ2","Male","Cold",13.48,68.5,"Brazil - Cold"
"138",39,5.571428571,"na","Brazil","N12","MANB","222x254_BZ3","Female","Warm",12.27,71.5,"Brazil - Warm"
"139",46,6.571428571,"na","Brazil","N12","MANB","222x254_BZ1","Female","Cold",12.66,66.5,"Brazil - Cold"
"140",46,6.571428571,"na","Brazil","N12","MANB","222x254_BZ2","Male","Cold",13.88,71,"Brazil - Cold"
"141",46,6.571428571,"na","Brazil","N12","MANB","222x254_BZ3","Female","Warm",12.88,74.5,"Brazil - Warm"
"142",53,7.571428571,"na","Brazil","N12","MANB","222x254_BZ1","Female","Cold",12.66,69.5,"Brazil - Cold"
"143",53,7.571428571,"na","Brazil","N12","MANB","222x254_BZ2","Male","Cold",14.4,73,"Brazil - Cold"
"144",53,7.571428571,"na","Brazil","N12","MANB","222x254_BZ3","Female","Warm",13.26,77.5,"Brazil - Warm"
"145",60,8.571428571,"na","Brazil","N12","MANB","222x254_BZ1","Female","Cold",13.34,69.5,"Brazil - Cold"
"146",60,8.571428571,"na","Brazil","N12","MANB","222x254_BZ2","Male","Cold",15.14,73,"Brazil - Cold"
"147",60,8.571428571,"na","Brazil","N12","MANB","222x254_BZ3","Female","Warm",13.16,77.5,"Brazil - Warm"
"148",67,9.571428571,"na","Brazil","N12","MANB","222x254_BZ1","Female","Cold",13.12,69.5,"Brazil - Cold"
"149",67,9.571428571,"na","Brazil","N12","MANB","222x254_BZ2","Male","Cold",15.55,73,"Brazil - Cold"
"150",67,9.571428571,"na","Brazil","N12","MANB","222x254_BZ3","Female","Warm",13.21,77.5,"Brazil - Warm"
"151",74,10.57142857,"na","Brazil","N12","MANB","222x254_BZ1","Female","Cold",13.12,70,"Brazil - Cold"
"152",74,10.57142857,"na","Brazil","N12","MANB","222x254_BZ2","Male","Cold",15.85,75,"Brazil - Cold"
"153",74,10.57142857,"na","Brazil","N12","MANB","222x254_BZ3","Female","Warm",13.23,78,"Brazil - Warm"
"154",77,11,"endexp","Brazil","N12","MANB","222x254_BZ1","Female","Cold",13.49,70,"Brazil - Cold"
"155",77,11,"endexp","Brazil","N12","MANB","222x254_BZ2","Male","Cold",15.81,76,"Brazil - Cold"
"156",77,11,"endexp","Brazil","N12","MANB","222x254_BZ3","Female","Warm",13.48,78,"Brazil - Warm"
"157",25,3.571428571,"startexp","Brazil","N12","MANB","222x254_BZ4","Male","Warm",9.14,66,"Brazil - Warm"
"158",25,3.571428571,"startexp","Brazil","N12","MANB","222x254_BZ5","Female","Warm",8.25,67,"Brazil - Warm"
"159",25,3.571428571,"startexp","Brazil","N12","MANB","222x254_BZ7","Female","Cold",7.3,66.5,"Brazil - Cold"
"160",25,3.571428571,"startexp","Brazil","N12","MANB","222x254_BZ9","Female","Cold",8.16,66.5,"Brazil - Cold"
"161",32,4.571428571,"na","Brazil","N12","MANB","222x254_BZ4","Male","Warm",11.87,70.5,"Brazil - Warm"
"162",32,4.571428571,"na","Brazil","N12","MANB","222x254_BZ5","Female","Warm",9.76,71,"Brazil - Warm"
"163",32,4.571428571,"na","Brazil","N12","MANB","222x254_BZ7","Female","Cold",8.76,66.5,"Brazil - Cold"
"164",32,4.571428571,"na","Brazil","N12","MANB","222x254_BZ9","Female","Cold",9.85,68.5,"Brazil - Cold"
"165",39,5.571428571,"na","Brazil","N12","MANB","222x254_BZ4","Male","Warm",13.05,75,"Brazil - Warm"
"166",39,5.571428571,"na","Brazil","N12","MANB","222x254_BZ5","Female","Warm",11.33,75.5,"Brazil - Warm"
"167",39,5.571428571,"na","Brazil","N12","MANB","222x254_BZ7","Female","Cold",10.17,66.5,"Brazil - Cold"
"168",39,5.571428571,"na","Brazil","N12","MANB","222x254_BZ9","Female","Cold",11.6,72,"Brazil - Cold"
"169",46,6.571428571,"na","Brazil","N12","MANB","222x254_BZ4","Male","Warm",13.83,77.5,"Brazil - Warm"
"170",46,6.571428571,"na","Brazil","N12","MANB","222x254_BZ5","Female","Warm",12.36,78,"Brazil - Warm"
"171",46,6.571428571,"na","Brazil","N12","MANB","222x254_BZ7","Female","Cold",11.7,69.5,"Brazil - Cold"
"172",46,6.571428571,"na","Brazil","N12","MANB","222x254_BZ9","Female","Cold",12.51,73.5,"Brazil - Cold"
"173",53,7.571428571,"na","Brazil","N12","MANB","222x254_BZ4","Male","Warm",14.01,77.5,"Brazil - Warm"
