DOB,DateMeasured,Age_days,Age_weeks,Population,Generation,Line,Mouse_ID,Sex,Environment,BodyWeight_g,TailLength_mm
8/12/18,10/12/18,61,8.714285714,BRAZIL,N12,222x254,222x254_BZ15,F,COLD,13.15,71.5
8/12/18,10/19/18,68,9.714285714,BRAZIL,N12,222x254,222x254_BZ6,M,RT,15.73,81
8/12/18,10/19/18,68,9.714285714,BRAZIL,N12,222x254,222x254_BZ8,M,RT,14.03,77
8/12/18,10/19/18,68,9.714285714,BRAZIL,N12,222x254,222x254_BZ10,M,COLD,14.72,76.5
8/12/18,10/19/18,68,9.714285714,BRAZIL,N12,222x254,222x254_BZ11,F,RT,12.13,75
8/12/18,10/19/18,68,9.714285714,BRAZIL,N12,222x254,222x254_BZ13,F,COLD,12.98,73
8/12/18,10/19/18,68,9.714285714,BRAZIL,N12,222x254,222x254_BZ15,F,COLD,12.86,71.5
8/12/18,10/27/18,76,10.85714286,BRAZIL,N12,222x254,222x254_BZ6,M,RT,15.71,81.5
8/12/18,10/27/18,76,10.85714286,BRAZIL,N12,222x254,222x254_BZ8,M,RT,14.01,77.5
8/12/18,10/27/18,76,10.85714286,BRAZIL,N12,222x254,222x254_BZ10,M,COLD,14.85,78.5
8/12/18,10/27/18,76,10.85714286,BRAZIL,N12,222x254,222x254_BZ11,F,RT,11.96,75
8/12/18,10/27/18,76,10.85714286,BRAZIL,N12,222x254,222x254_BZ13,F,COLD,13.04,73
8/12/18,10/27/18,76,10.85714286,BRAZIL,N12,222x254,222x254_BZ15,F,COLD,12.76,74
6/29/18,7/19/18,20,2.857142857,NEW_YORK,N11,19x13,19x13_NY1,F,RT,8.7,55.5
6/29/18,7/19/18,20,2.857142857,NEW_YORK,N11,19x13,19x13_NY2,M,RT,8.18,55
6/29/18,7/19/18,20,2.857142857,NEW_YORK,N11,19x13,19x13_NY3,F,RT,8.89,56
6/29/18,7/19/18,20,2.857142857,NEW_YORK,N11,19x13,19x13_NY4,M,RT,8.46,53
6/29/18,7/19/18,20,2.857142857,NEW_YORK,N11,19x13,19x13_NY5,F,RT,8.5,55.5
6/29/18,7/24/18,25,3.571428571,NEW_YORK,N11,19x13,19x13_NY1,F,RT,11.66,60
6/29/18,7/24/18,25,3.571428571,NEW_YORK,N11,19x13,19x13_NY2,M,RT,10.38,61.5
6/29/18,7/24/18,25,3.571428571,NEW_YORK,N11,19x13,19x13_NY3,F,RT,11.05,60.5
6/29/18,7/24/18,25,3.571428571,NEW_YORK,N11,19x13,19x13_NY4,M,COLD,10.58,57
6/29/18,7/24/18,25,3.571428571,NEW_YORK,N11,19x13,19x13_NY5,F,COLD,11.29,58
6/29/18,7/31/18,32,4.571428571,NEW_YORK,N11,19x13,19x13_NY1,F,RT,13.71,66.5
6/29/18,7/31/18,32,4.571428571,NEW_YORK,N11,19x13,19x13_NY2,M,RT,13.11,70
6/29/18,7/31/18,32,4.571428571,NEW_YORK,N11,19x13,19x13_NY3,F,RT,13.06,65.5
6/29/18,7/31/18,32,4.571428571,NEW_YORK,N11,19x13,19x13_NY4,M,COLD,12.35,61.5
6/29/18,7/31/18,32,4.571428571,NEW_YORK,N11,19x13,19x13_NY5,F,COLD,12.34,64
6/29/18,8/7/18,39,5.571428571,NEW_YORK,N11,19x13,19x13_NY1,F,RT,14.69,70
6/29/18,8/7/18,39,5.571428571,NEW_YORK,N11,19x13,19x13_NY2,M,RT,15.18,73
6/29/18,8/7/18,39,5.571428571,NEW_YORK,N11,19x13,19x13_NY3,F,RT,14.52,70
6/29/18,8/7/18,39,5.571428571,NEW_YORK,N11,19x13,19x13_NY4,M,COLD,14.72,64.5
6/29/18,8/7/18,39,5.571428571,NEW_YORK,N11,19x13,19x13_NY5,F,COLD,13.06,66
6/29/18,8/14/18,46,6.571428571,NEW_YORK,N11,19x13,19x13_NY1,F,RT,13.65,71
6/29/18,8/14/18,46,6.571428571,NEW_YORK,N11,19x13,19x13_NY2,M,RT,15.32,74
6/29/18,8/14/18,46,6.571428571,NEW_YORK,N11,19x13,19x13_NY3,F,RT,14.83,70
6/29/18,8/14/18,46,6.571428571,NEW_YORK,N11,19x13,19x13_NY4,M,COLD,15.16,67
6/29/18,8/14/18,46,6.571428571,NEW_YORK,N11,19x13,19x13_NY5,F,COLD,13.47,66
6/29/18,8/21/18,53,7.571428571,NEW_YORK,N11,19x13,19x13_NY1,F,RT,14.18,71.5
6/29/18,8/21/18,53,7.571428571,NEW_YORK,N11,19x13,19x13_NY2,M,RT,15.52,75
6/29/18,8/21/18,53,7.571428571,NEW_YORK,N11,19x13,19x13_NY3,F,RT,15.27,71
6/29/18,8/21/18,53,7.571428571,NEW_YORK,N11,19x13,19x13_NY4,M,COLD,15.51,68
6/29/18,8/21/18,53,7.571428571,NEW_YORK,N11,19x13,19x13_NY5,F,COLD,14.08,67.5
6/29/18,8/28/18,60,8.571428571,NEW_YORK,N11,19x13,19x13_NY1,F,RT,14.2,71.5
6/29/18,8/28/18,60,8.571428571,NEW_YORK,N11,19x13,19x13_NY2,M,RT,15.26,75.5
6/29/18,8/28/18,60,8.571428571,NEW_YORK,N11,19x13,19x13_NY3,F,RT,14.24,71
6/29/18,8/28/18,60,8.571428571,NEW_YORK,N11,19x13,19x13_NY4,M,COLD,15.28,69.5
6/29/18,8/28/18,60,8.571428571,NEW_YORK,N11,19x13,19x13_NY5,F,COLD,13.31,69.5
6/29/18,9/4/18,67,9.571428571,NEW_YORK,N11,19x13,19x13_NY1,F,RT,14.5,72
6/29/18,9/4/18,67,9.571428571,NEW_YORK,N11,19x13,19x13_NY2,M,RT,15.6,75.5
6/29/18,9/4/18,67,9.571428571,NEW_YORK,N11,19x13,19x13_NY3,F,RT,14.9,71
6/29/18,9/4/18,67,9.571428571,NEW_YORK,N11,19x13,19x13_NY4,M,COLD,16.31,70.5
6/29/18,9/4/18,67,9.571428571,NEW_YORK,N11,19x13,19x13_NY5,F,COLD,13.65,69.5
6/29/18,9/10/18,73,10.42857143,NEW_YORK,N11,19x13,19x13_NY1,F,RT,12.96,72
6/29/18,9/10/18,73,10.42857143,NEW_YORK,N11,19x13,19x13_NY2,M,RT,14.52,75.5
6/29/18,9/10/18,73,10.42857143,NEW_YORK,N11,19x13,19x13_NY3,F,RT,13.13,71
6/29/18,9/10/18,73,10.42857143,NEW_YORK,N11,19x13,19x13_NY4,M,COLD,15.3,70.5
6/29/18,9/10/18,73,10.42857143,NEW_YORK,N11,19x13,19x13_NY5,F,COLD,12.52,69.5
7/20/18,8/9/18,20,2.857142857,NEW_YORK,N11,19x13,19x13_NY7,F,RT,6.55,48
7/20/18,8/9/18,20,2.857142857,NEW_YORK,N11,19x13,19x13_NY6,M,RT,6.89,47.5
7/20/18,8/9/18,20,2.857142857,NEW_YORK,N11,19x13,19x13_NY8,M,RT,5.99,47
7/20/18,8/14/18,25,3.571428571,NEW_YORK,N11,19x13,19x13_NY7,F,COLD,9.52,53
7/20/18,8/14/18,25,3.571428571,NEW_YORK,N11,19x13,19x13_NY6,M,COLD,10.7,55
7/20/18,8/14/18,25,3.571428571,NEW_YORK,N11,19x13,19x13_NY8,M,RT,8.89,53
7/20/18,8/21/18,32,4.571428571,NEW_YORK,N11,19x13,19x13_NY7,F,COLD,12.06,57
7/20/18,8/21/18,32,4.571428571,NEW_YORK,N11,19x13,19x13_NY6,M,COLD,12.95,57.5
7/20/18,8/21/18,32,4.571428571,NEW_YORK,N11,19x13,19x13_NY8,M,RT,11.15,57.5
7/20/18,8/28/18,39,5.571428571,NEW_YORK,N11,19x13,19x13_NY7,F,COLD,13.57,61.5
7/20/18,8/28/18,39,5.571428571,NEW_YORK,N11,19x13,19x13_NY6,M,COLD,14.97,62.5
7/20/18,8/28/18,39,5.571428571,NEW_YORK,N11,19x13,19x13_NY8,M,RT,11.47,63.5
7/20/18,9/4/18,46,6.571428571,NEW_YORK,N11,19x13,19x13_NY7,F,COLD,15.5,61.5
7/20/18,9/4/18,46,6.571428571,NEW_YORK,N11,19x13,19x13_NY6,M,COLD,16.7,65.5
7/20/18,9/4/18,46,6.571428571,NEW_YORK,N11,19x13,19x13_NY8,M,RT,12.24,65.5
7/20/18,9/11/18,53,7.571428571,NEW_YORK,N11,19x13,19x13_NY7,F,COLD,16.43,69.5
7/20/18,9/11/18,53,7.571428571,NEW_YORK,N11,19x13,19x13_NY6,M,COLD,16.84,69
7/20/18,9/11/18,53,7.571428571,NEW_YORK,N11,19x13,19x13_NY8,M,RT,12.14,67
7/20/18,9/18/18,60,8.571428571,NEW_YORK,N11,19x13,19x13_NY7,F,COLD,16.47,71
7/20/18,9/18/18,60,8.571428571,NEW_YORK,N11,19x13,19x13_NY6,M,COLD,17.86,71.5
7/20/18,9/18/18,60,8.571428571,NEW_YORK,N11,19x13,19x13_NY8,M,RT,13.06,69
7/20/18,9/25/18,67,9.571428571,NEW_YORK,N11,19x13,19x13_NY7,F,COLD,16.7,73
7/20/18,9/25/18,67,9.571428571,NEW_YORK,N11,19x13,19x13_NY6,M,COLD,18.02,71.5
7/20/18,9/25/18,67,9.571428571,NEW_YORK,N11,19x13,19x13_NY8,M,RT,12.85,70.5
7/20/18,10/1/18,73,10.42857143,NEW_YORK,N11,19x13,19x13_NY7,F,COLD,16.76,73
7/20/18,10/1/18,73,10.42857143,NEW_YORK,N11,19x13,19x13_NY6,M,COLD,18.52,71.5
7/20/18,10/1/18,73,10.42857143,NEW_YORK,N11,19x13,19x13_NY8,M,RT,13,70.5
8/10/18,9/1/18,22,3.142857143,NEW_YORK,N11,19x13,19x13_NY9,F,RT,9.21,57
8/10/18,9/1/18,22,3.142857143,NEW_YORK,N11,19x13,19x13_NY10,M,RT,8.48,56.5
8/10/18,9/1/18,22,3.142857143,NEW_YORK,N11,19x13,19x13_NY12,M,RT,9.52,57
8/10/18,9/4/18,25,3.571428571,NEW_YORK,N11,19x13,19x13_NY9,F,RT,9.87,60.5
8/10/18,9/4/18,25,3.571428571,NEW_YORK,N11,19x13,19x13_NY10,M,COLD,9.77,59
8/10/18,9/4/18,25,3.571428571,NEW_YORK,N11,19x13,19x13_NY12,M,RT,10.76,58
8/10/18,9/11/18,32,4.571428571,NEW_YORK,N11,19x13,19x13_NY9,F,RT,12.33,62.5
8/10/18,9/11/18,32,4.571428571,NEW_YORK,N11,19x13,19x13_NY10,M,COLD,12.9,64
8/10/18,9/11/18,32,4.571428571,NEW_YORK,N11,19x13,19x13_NY12,M,RT,13.46,66
8/10/18,9/18/18,39,5.571428571,NEW_YORK,N11,19x13,19x13_NY9,F,RT,13.76,66.5
8/10/18,9/18/18,39,5.571428571,NEW_YORK,N11,19x13,19x13_NY10,M,COLD,15.53,67
8/10/18,9/18/18,39,5.571428571,NEW_YORK,N11,19x13,19x13_NY12,M,RT,16.53,69
8/10/18,9/25/18,46,6.571428571,NEW_YORK,N11,19x13,19x13_NY9,F,RT,14.55,69
8/10/18,9/25/18,46,6.571428571,NEW_YORK,N11,19x13,19x13_NY10,M,COLD,16.07,70
8/10/18,9/25/18,46,6.571428571,NEW_YORK,N11,19x13,19x13_NY12,M,RT,17.27,73
8/10/18,10/2/18,53,7.571428571,NEW_YORK,N11,19x13,19x13_NY9,F,RT,15.11,71
8/10/18,10/2/18,53,7.571428571,NEW_YORK,N11,19x13,19x13_NY10,M,COLD,16.07,71.5
8/10/18,10/2/18,53,7.571428571,NEW_YORK,N11,19x13,19x13_NY12,M,RT,18.76,74.5
8/10/18,10/9/18,60,8.571428571,NEW_YORK,N11,19x13,19x13_NY9,F,RT,15.13,73.5
8/10/18,10/9/18,60,8.571428571,NEW_YORK,N11,19x13,19x13_NY10,M,COLD,16.36,72.5
8/10/18,10/9/18,60,8.571428571,NEW_YORK,N11,19x13,19x13_NY12,M,RT,18.67,75.5
8/10/18,10/16/18,67,9.571428571,NEW_YORK,N11,19x13,19x13_NY9,F,RT,14.97,74
8/10/18,10/16/18,67,9.571428571,NEW_YORK,N11,19x13,19x13_NY10,M,COLD,16.33,73
8/10/18,10/16/18,67,9.571428571,NEW_YORK,N11,19x13,19x13_NY12,M,RT,19.39,76.5
8/10/18,10/22/18,73,10.42857143,NEW_YORK,N11,19x13,19x13_NY9,F,RT,14.48,74
8/10/18,10/22/18,73,10.42857143,NEW_YORK,N11,19x13,19x13_NY10,M,COLD,17.06,73
8/10/18,10/22/18,73,10.42857143,NEW_YORK,N11,19x13,19x13_NY12,M,RT,19.11,76.5
6/10/18,7/1/18,21,3,NEW_YORK,N12,82x81,82x81_NY1,F,RT,11.34,58
6/10/18,7/1/18,21,3,NEW_YORK,N12,82x81,82x81_NY2,M,RT,10.02,53
6/10/18,7/1/18,21,3,NEW_YORK,N12,82x81,82x81_NY4,M,RT,9.89,56
6/10/18,7/1/18,21,3,NEW_YORK,N12,82x81,82x81_NY6,M,RT,10.38,56
6/10/18,7/1/18,21,3,NEW_YORK,N12,82x81,82x81_NY8,M,RT,10.61,56
6/10/18,7/1/18,21,3,NEW_YORK,N12,82x81,82x81_NY10,M,RT,10.18,56
6/10/18,7/5/18,25,3.571428571,NEW_YORK,N12,82x81,82x81_NY1,F,COLD,13.63,61
6/10/18,7/5/18,25,3.571428571,NEW_YORK,N12,82x81,82x81_NY2,M,RT,12.1,62.5
6/10/18,7/5/18,25,3.571428571,NEW_YORK,N12,82x81,82x81_NY4,M,COLD,12.36,61.5
6/10/18,7/5/18,25,3.571428571,NEW_YORK,N12,82x81,82x81_NY6,M,COLD,12.56,63
6/10/18,7/5/18,25,3.571428571,NEW_YORK,N12,82x81,82x81_NY8,M,RT,12.64,62.5
6/10/18,7/5/18,25,3.571428571,NEW_YORK,N12,82x81,82x81_NY10,M,RT,13.15,62.5
6/10/18,7/12/18,32,4.571428571,NEW_YORK,N12,82x81,82x81_NY1,F,COLD,15.61,62
6/10/18,7/12/18,32,4.571428571,NEW_YORK,N12,82x81,82x81_NY2,M,RT,17.65,65
6/10/18,7/12/18,32,4.571428571,NEW_YORK,N12,82x81,82x81_NY4,M,COLD,14.23,62
6/10/18,7/12/18,32,4.571428571,NEW_YORK,N12,82x81,82x81_NY6,M,COLD,14.47,63
6/10/18,7/12/18,32,4.571428571,NEW_YORK,N12,82x81,82x81_NY8,M,RT,17.78,65.5
6/10/18,7/12/18,32,4.571428571,NEW_YORK,N12,82x81,82x81_NY10,M,RT,18.54,68
6/10/18,7/19/18,39,5.571428571,NEW_YORK,N12,82x81,82x81_NY1,F,COLD,17.39,62.5
6/10/18,7/19/18,39,5.571428571,NEW_YORK,N12,82x81,82x81_NY2,M,RT,19.36,66
6/10/18,7/19/18,39,5.571428571,NEW_YORK,N12,82x81,82x81_NY4,M,COLD,16.16,62
6/10/18,7/19/18,39,5.571428571,NEW_YORK,N12,82x81,82x81_NY6,M,COLD,15.88,64
6/10/18,7/19/18,39,5.571428571,NEW_YORK,N12,82x81,82x81_NY8,M,RT,19.86,67
6/10/18,7/19/18,39,5.571428571,NEW_YORK,N12,82x81,82x81_NY10,M,RT,19.13,68
6/10/18,7/26/18,46,6.571428571,NEW_YORK,N12,82x81,82x81_NY1,F,COLD,17.7,63
6/10/18,7/26/18,46,6.571428571,NEW_YORK,N12,82x81,82x81_NY2,M,RT,19.33,66
6/10/18,7/26/18,46,6.571428571,NEW_YORK,N12,82x81,82x81_NY4,M,COLD,16.84,62.5
6/10/18,7/26/18,46,6.571428571,NEW_YORK,N12,82x81,82x81_NY6,M,COLD,16.66,64.5
6/10/18,7/26/18,46,6.571428571,NEW_YORK,N12,82x81,82x81_NY8,M,RT,19.6,69.5
6/10/18,7/26/18,46,6.571428571,NEW_YORK,N12,82x81,82x81_NY10,M,RT,18.71,68
6/10/18,8/2/18,53,7.571428571,NEW_YORK,N12,82x81,82x81_NY1,F,COLD,16.99,64
6/10/18,8/2/18,53,7.571428571,NEW_YORK,N12,82x81,82x81_NY2,M,RT,20.35,70
6/10/18,8/2/18,53,7.571428571,NEW_YORK,N12,82x81,82x81_NY4,M,COLD,17.31,63.5
6/10/18,8/2/18,53,7.571428571,NEW_YORK,N12,82x81,82x81_NY6,M,COLD,16.58,65
6/10/18,8/2/18,53,7.571428571,NEW_YORK,N12,82x81,82x81_NY8,M,RT,19.99,71.5
6/10/18,8/2/18,53,7.571428571,NEW_YORK,N12,82x81,82x81_NY10,M,RT,18.83,69
6/10/18,8/9/18,60,8.571428571,NEW_YORK,N12,82x81,82x81_NY1,F,COLD,17.14,64
6/10/18,8/9/18,60,8.571428571,NEW_YORK,N12,82x81,82x81_NY2,M,RT,20.66,70.5
6/10/18,8/9/18,60,8.571428571,NEW_YORK,N12,82x81,82x81_NY4,M,COLD,17.77,64
6/10/18,8/9/18,60,8.571428571,NEW_YORK,N12,82x81,82x81_NY6,M,COLD,16.44,65
6/10/18,8/9/18,60,8.571428571,NEW_YORK,N12,82x81,82x81_NY8,M,RT,19.55,71.5
6/10/18,8/9/18,60,8.571428571,NEW_YORK,N12,82x81,82x81_NY10,M,RT,19.01,70
6/10/18,8/16/18,67,9.571428571,NEW_YORK,N12,82x81,82x81_NY1,F,COLD,18.02,64.5
6/10/18,8/16/18,67,9.571428571,NEW_YORK,N12,82x81,82x81_NY2,M,RT,21.68,71
6/10/18,8/16/18,67,9.571428571,NEW_YORK,N12,82x81,82x81_NY4,M,COLD,18.23,65.5
6/10/18,8/16/18,67,9.571428571,NEW_YORK,N12,82x81,82x81_NY6,M,COLD,17.67,66.5
6/10/18,8/16/18,67,9.571428571,NEW_YORK,N12,82x81,82x81_NY8,M,RT,20.95,71.5
6/10/18,8/16/18,67,9.571428571,NEW_YORK,N12,82x81,82x81_NY10,M,RT,19.7,70.5
6/10/18,8/23/18,74,10.57142857,NEW_YORK,N12,82x81,82x81_NY1,F,COLD,17.87,64.5
6/10/18,8/23/18,74,10.57142857,NEW_YORK,N12,82x81,82x81_NY2,M,RT,21.87,72
6/10/18,8/23/18,74,10.57142857,NEW_YORK,N12,82x81,82x81_NY4,M,COLD,18.74,65.5
6/10/18,8/23/18,74,10.57142857,NEW_YORK,N12,82x81,82x81_NY6,M,COLD,17.87,66.5
6/10/18,8/23/18,74,10.57142857,NEW_YORK,N12,82x81,82x81_NY8,M,RT,20.86,71.5
6/10/18,8/23/18,74,10.57142857,NEW_YORK,N12,82x81,82x81_NY10,M,RT,19.31,70.5
6/10/18,8/26/18,77,11,NEW_YORK,N12,82x81,82x81_NY1,F,COLD,18.1,64.5
6/10/18,8/26/18,77,11,NEW_YORK,N12,82x81,82x81_NY2,M,RT,21.84,72
6/10/18,8/26/18,77,11,NEW_YORK,N12,82x81,82x81_NY4,M,COLD,18.38,65.5
6/10/18,8/26/18,77,11,NEW_YORK,N12,82x81,82x81_NY6,M,COLD,18.38,66.5
6/10/18,8/26/18,77,11,NEW_YORK,N12,82x81,82x81_NY8,M,RT,21.35,71.5
6/10/18,8/26/18,77,11,NEW_YORK,N12,82x81,82x81_NY10,M,RT,19.23,70.5
7/7/18,7/27/18,20,2.857142857,NEW_YORK,N12,82x81,82x81_NY3,F,RT,10.88,57
7/7/18,7/27/18,20,2.857142857,NEW_YORK,N12,82x81,82x81_NY5,F,RT,10.87,55
7/7/18,7/27/18,20,2.857142857,NEW_YORK,N12,82x81,82x81_NY7,F,RT,10.63,55.5
7/7/18,8/1/18,25,3.571428571,NEW_YORK,N12,82x81,82x81_NY3,F,RT,13.7,61
7/7/18,8/1/18,25,3.571428571,NEW_YORK,N12,82x81,82x81_NY5,F,COLD,12.65,58.5
7/7/18,8/1/18,25,3.571428571,NEW_YORK,N12,82x81,82x81_NY7,F,RT,13.17,60
7/7/18,8/8/18,32,4.571428571,NEW_YORK,N12,82x81,82x81_NY3,F,RT,15.04,65
7/7/18,8/8/18,32,4.571428571,NEW_YORK,N12,82x81,82x81_NY5,F,COLD,15.13,62
7/7/18,8/8/18,32,4.571428571,NEW_YORK,N12,82x81,82x81_NY7,F,RT,14.52,63
7/7/18,8/15/18,39,5.571428571,NEW_YORK,N12,82x81,82x81_NY3,F,RT,16.1,66.5
7/7/18,8/15/18,39,5.571428571,NEW_YORK,N12,82x81,82x81_NY5,F,COLD,16.06,63.5
7/7/18,8/15/18,39,5.571428571,NEW_YORK,N12,82x81,82x81_NY7,F,RT,15.16,65
7/7/18,8/22/18,46,6.571428571,NEW_YORK,N12,82x81,82x81_NY3,F,RT,16.57,68
7/7/18,8/22/18,46,6.571428571,NEW_YORK,N12,82x81,82x81_NY5,F,COLD,16.28,65
7/7/18,8/22/18,46,6.571428571,NEW_YORK,N12,82x81,82x81_NY7,F,RT,15.31,65
7/7/18,8/29/18,53,7.571428571,NEW_YORK,N12,82x81,82x81_NY3,F,RT,16.57,70
7/7/18,8/29/18,53,7.571428571,NEW_YORK,N12,82x81,82x81_NY5,F,COLD,16.6,66.5
7/7/18,8/29/18,53,7.571428571,NEW_YORK,N12,82x81,82x81_NY7,F,RT,15.56,67.5
7/7/18,9/5/18,60,8.571428571,NEW_YORK,N12,82x81,82x81_NY3,F,RT,17.09,70.5
7/7/18,9/5/18,60,8.571428571,NEW_YORK,N12,82x81,82x81_NY5,F,COLD,16.42,67
7/7/18,9/5/18,60,8.571428571,NEW_YORK,N12,82x81,82x81_NY7,F,RT,16.96,67.5
7/7/18,9/13/18,68,9.714285714,NEW_YORK,N12,82x81,82x81_NY3,F,RT,16.82,71
7/7/18,9/13/18,68,9.714285714,NEW_YORK,N12,82x81,82x81_NY5,F,COLD,17.1,67
7/7/18,9/13/18,68,9.714285714,NEW_YORK,N12,82x81,82x81_NY7,F,RT,15.9,67.5
7/7/18,9/17/18,72,10.28571429,NEW_YORK,N12,82x81,82x81_NY3,F,RT,17.72,71
7/7/18,9/17/18,72,10.28571429,NEW_YORK,N12,82x81,82x81_NY5,F,COLD,17.8,67
7/7/18,9/17/18,72,10.28571429,NEW_YORK,N12,82x81,82x81_NY7,F,RT,16.61,67.5
8/19/18,9/10/18,22,3.142857143,NEW_YORK,N12,82x81,82x81_NY9,F,RT,10.13,56.5
8/19/18,9/10/18,22,3.142857143,NEW_YORK,N12,82x81,82x81_NY11,F,RT,12.06,60.5
8/19/18,9/10/18,22,3.142857143,NEW_YORK,N12,82x81,82x81_NY12,M,RT,12.83,62
8/19/18,9/10/18,22,3.142857143,NEW_YORK,N12,82x81,82x81_NY13,F,RT,11.04,59
8/19/18,9/10/18,22,3.142857143,NEW_YORK,N12,82x81,82x81_NY15,F,RT,11.56,60.5
8/19/18,9/10/18,22,3.142857143,NEW_YORK,N12,82x81,82x81_NY17,F,RT,11.59,59
8/19/18,9/13/18,25,3.571428571,NEW_YORK,N12,82x81,82x81_NY9,F,COLD,10.37,57
8/19/18,9/13/18,25,3.571428571,NEW_YORK,N12,82x81,82x81_NY11,F,COLD,13.06,62
8/19/18,9/13/18,25,3.571428571,NEW_YORK,N12,82x81,82x81_NY12,M,COLD,13.68,63.5
8/19/18,9/13/18,25,3.571428571,NEW_YORK,N12,82x81,82x81_NY13,F,RT,11.56,61
8/19/18,9/13/18,25,3.571428571,NEW_YORK,N12,82x81,82x81_NY15,F,COLD,11.78,62
8/19/18,9/13/18,25,3.571428571,NEW_YORK,N12,82x81,82x81_NY17,F,RT,11.44,60.5
8/19/18,9/22/18,34,4.857142857,NEW_YORK,N12,82x81,82x81_NY9,F,COLD,13.17,60
8/19/18,9/22/18,34,4.857142857,NEW_YORK,N12,82x81,82x81_NY11,F,COLD,15.76,66.5
8/19/18,9/22/18,34,4.857142857,NEW_YORK,N12,82x81,82x81_NY12,M,COLD,18.18,67.5
8/19/18,9/20/18,32,4.571428571,NEW_YORK,N12,82x81,82x81_NY13,F,RT,13.9,63.5
8/19/18,9/22/18,34,4.857142857,NEW_YORK,N12,82x81,82x81_NY15,F,COLD,14.7,65
8/19/18,9/20/18,32,4.571428571,NEW_YORK,N12,82x81,82x81_NY17,F,RT,13.53,64
8/19/18,9/27/18,39,5.571428571,NEW_YORK,N12,82x81,82x81_NY9,F,COLD,14.66,60
8/19/18,9/27/18,39,5.571428571,NEW_YORK,N12,82x81,82x81_NY11,F,COLD,18.05,67
8/19/18,9/27/18,39,5.571428571,NEW_YORK,N12,82x81,82x81_NY12,M,COLD,20.15,69
8/19/18,9/27/18,39,5.571428571,NEW_YORK,N12,82x81,82x81_NY13,F,RT,16.24,65
8/19/18,9/27/18,39,5.571428571,NEW_YORK,N12,82x81,82x81_NY15,F,COLD,15.75,67
8/19/18,9/27/18,39,5.571428571,NEW_YORK,N12,82x81,82x81_NY17,F,RT,15.29,66.5
8/19/18,10/4/18,46,6.571428571,NEW_YORK,N12,82x81,82x81_NY9,F,COLD,14.21,62.5
8/19/18,10/4/18,46,6.571428571,NEW_YORK,N12,82x81,82x81_NY11,F,COLD,18.45,69
8/19/18,10/4/18,46,6.571428571,NEW_YORK,N12,82x81,82x81_NY12,M,COLD,20.18,72
8/19/18,10/4/18,46,6.571428571,NEW_YORK,N12,82x81,82x81_NY13,F,RT,15.95,67
8/19/18,10/4/18,46,6.571428571,NEW_YORK,N12,82x81,82x81_NY15,F,COLD,16.42,67.5
8/19/18,10/4/18,46,6.571428571,NEW_YORK,N12,82x81,82x81_NY17,F,RT,15.23,68.5
8/19/18,10/12/18,54,7.714285714,NEW_YORK,N12,82x81,82x81_NY9,F,COLD,14.69,62
8/19/18,10/12/18,54,7.714285714,NEW_YORK,N12,82x81,82x81_NY11,F,COLD,18.09,69
8/19/18,10/12/18,54,7.714285714,NEW_YORK,N12,82x81,82x81_NY12,M,COLD,20.5,72.5
8/19/18,10/12/18,54,7.714285714,NEW_YORK,N12,82x81,82x81_NY13,F,RT,16.26,68
8/19/18,10/12/18,54,7.714285714,NEW_YORK,N12,82x81,82x81_NY15,F,COLD,16.68,69
8/19/18,10/12/18,54,7.714285714,NEW_YORK,N12,82x81,82x81_NY17,F,RT,15.99,68.5
8/19/18,10/19/18,61,8.714285714,NEW_YORK,N12,82x81,82x81_NY9,F,COLD,15.85,63.5
8/19/18,10/19/18,61,8.714285714,NEW_YORK,N12,82x81,82x81_NY11,F,COLD,18.89,71.5
8/19/18,10/19/18,61,8.714285714,NEW_YORK,N12,82x81,82x81_NY12,M,COLD,21.68,74.5
