DOB,DateMeasured,Age_days,Age_weeks,Age_category,Population,Generation,Line,Mouse_ID,Sex,Environment,BodyWeight_g,TailLength_mm
04/28/2019,5/30/2019,32,4.571428571,na,NEW_YORK,N12,19x13,19x13_NY34,M,RT,11.1,64
04/28/2019,6/12/2019,45,6.428571429,na,NEW_YORK,N12,19x13,19x13_NY34,M,RT,12.63,
04/28/2019,7/19/2019,82,11.71428571,endexp,NEW_YORK,N12,19x13,19x13_NY34,M,RT,16.31,72
09/22/2018,10/14/2018,22,3.142857143,,F1_HYBRID,F1,19x13X193x255,NYBZ1,F,COLD,10.13,69
09/22/2018,10/17/2018,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ1,F,COLD,10.18,71.5
09/22/2018,10/24/2018,32,4.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ1,F,COLD,11.79,73.5
09/22/2018,10/31/2018,39,5.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ1,F,COLD,13.09,76.5
09/22/2018,11/07/2018,46,6.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ1,F,COLD,14.01,78.5
09/22/2018,11/14/2018,53,7.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ1,F,COLD,14.83,79.5
09/22/2018,11/21/2018,60,8.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ1,F,COLD,15.41,79.5
09/22/2018,11/28/2018,67,9.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ1,F,COLD,15.22,81
09/22/2018,10/14/2018,22,3.142857143,,F1_HYBRID,F1,19x13X193x255,NYBZ2,M,RT,10.11,70
09/22/2018,10/17/2018,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ2,M,RT,10.46,72.5
09/22/2018,10/24/2018,32,4.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ2,M,RT,13.16,76.5
09/22/2018,10/31/2018,39,5.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ2,M,RT,15.25,81
09/22/2018,11/07/2018,46,6.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ2,M,RT,17.05,83.5
09/22/2018,11/14/2018,53,7.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ2,M,RT,17.77,81
09/22/2018,11/21/2018,60,8.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ2,M,RT,18.13,82
09/22/2018,11/28/2018,67,9.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ2,M,RT,18.68,87.5
09/22/2018,10/14/2018,22,3.142857143,,F1_HYBRID,F1,19x13X193x255,NYBZ3,F,RT,9.72,69
09/22/2018,10/17/2018,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ3,F,RT,9.76,69.5
09/22/2018,10/24/2018,32,4.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ3,F,RT,11.4,72.5
09/22/2018,10/31/2018,39,5.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ3,F,RT,12.53,75.5
09/22/2018,11/07/2018,46,6.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ3,F,RT,13.18,77.5
09/22/2018,11/14/2018,53,7.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ3,F,RT,13.37,79.5
09/22/2018,11/21/2018,60,8.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ3,F,RT,13.79,79.5
09/22/2018,11/28/2018,67,9.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ3,F,RT,13.96,81
09/22/2018,10/14/2018,22,3.142857143,,F1_HYBRID,F1,19x13X193x255,NYBZ5,F,COLD,9.73,68
09/22/2018,10/17/2018,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ5,F,COLD,9.14,70
09/22/2018,10/24/2018,32,4.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ5,F,COLD,10.86,74
09/22/2018,10/31/2018,39,5.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ5,F,COLD,11.97,74.5
09/22/2018,11/07/2018,46,6.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ5,F,COLD,12.67,76.5
09/22/2018,11/14/2018,53,7.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ5,F,COLD,13.8,77
09/22/2018,11/21/2018,60,8.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ5,F,COLD,13.76,78
09/22/2018,11/28/2018,67,9.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ5,F,COLD,13.58,80.5
10/22/2018,11/12/2018,21,3,,F1_HYBRID,F1,19x13X193x255,NYBZ4,M,COLD,7.86,61
10/22/2018,11/16/2018,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ4,M,COLD,9.1,64.5
10/22/2018,11/24/2018,33,4.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ4,M,COLD,12.55,70.5
10/22/2018,12/02/2018,41,5.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ4,M,COLD,14.68,75.5
10/22/2018,12/16/2018,55,7.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ4,M,COLD,16.59,79.5
10/22/2018,12/29/2018,68,9.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ4,M,COLD,17.6,80.5
10/22/2018,1/12/2019,82,11.71428571,,F1_HYBRID,F1,19x13X193x255,NYBZ4,M,COLD,18.34,82
10/22/2018,11/12/2018,21,3,,F1_HYBRID,F1,19x13X193x255,NYBZ6,M,RT,8.04,64
10/22/2018,11/16/2018,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ6,M,RT,9.42,67
10/22/2018,11/24/2018,33,4.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ6,M,RT,11.85,71
10/22/2018,12/02/2018,41,5.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ6,M,RT,13.18,76.5
10/22/2018,12/16/2018,55,7.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ6,M,RT,15.45,80.5
10/22/2018,12/29/2018,68,9.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ6,M,RT,15.6,82.5
10/22/2018,1/12/2019,,,,F1_HYBRID,F1,19x13X193x255,NYBZ6,M,RT,16.47,82.5
10/22/2018,11/12/2018,21,3,,F1_HYBRID,F1,19x13X193x255,NYBZ8,M,COLD,8.39,64.5
10/22/2018,11/16/2018,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ8,M,COLD,10.19,69
10/22/2018,11/24/2018,33,4.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ8,M,COLD,14.9,75.5
10/22/2018,12/02/2018,41,5.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ8,M,COLD,16.86,79
10/22/2018,12/16/2018,55,7.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ8,M,COLD,18.39,82.5
10/22/2018,12/29/2018,68,9.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ8,M,COLD,18.41,84
10/22/2018,1/12/2019,82,11.71428571,,F1_HYBRID,F1,19x13X193x255,NYBZ8,M,COLD,18.53,84.5
10/22/2018,11/12/2018,21,3,,F1_HYBRID,F1,19x13X193x255,NYBZ10,M,RT,8.04,62
10/22/2018,11/16/2018,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ10,M,RT,9.08,65
10/22/2018,11/24/2018,33,4.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ10,M,RT,11.48,70.5
10/22/2018,12/02/2018,41,5.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ10,M,RT,12.86,74.5
10/22/2018,12/16/2018,55,7.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ10,M,RT,15.71,80.5
10/22/2018,12/29/2018,68,9.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ10,M,RT,15.72,82
10/22/2018,1/12/2019,82,11.71428571,,F1_HYBRID,F1,19x13X193x255,NYBZ10,M,RT,17.61,83
10/22/2018,11/12/2018,21,3,,F1_HYBRID,F1,19x13X193x255,NYBZ12,M,COLD,7.9,63
10/22/2018,11/16/2018,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ12,M,COLD,9.34,68
10/22/2018,11/24/2018,33,4.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ12,M,COLD,12.13,71.5
10/22/2018,12/02/2018,41,5.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ12,M,COLD,14.6,75.5
10/22/2018,12/16/2018,55,7.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ12,M,COLD,16.5,80
10/22/2018,12/29/2018,68,9.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ12,M,COLD,17.42,82.5
10/22/2018,1/12/2019,82,11.71428571,,F1_HYBRID,F1,19x13X193x255,NYBZ12,M,COLD,18.13,85
10/22/2018,11/12/2018,21,3,,F1_HYBRID,F1,19x13X193x255,NYBZ14,M,COLD,8.25,62.5
10/22/2018,11/16/2018,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ14,M,COLD,9.77,67.5
10/22/2018,11/24/2018,33,4.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ14,M,COLD,13.4,69.5
10/22/2018,12/02/2018,41,5.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ14,M,COLD,14.9,73.5
10/22/2018,12/16/2018,55,7.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ14,M,COLD,17.66,78
10/22/2018,12/29/2018,68,9.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ14,M,COLD,17.98,80.5
10/22/2018,1/12/2019,82,11.71428571,,F1_HYBRID,F1,19x13X193x255,NYBZ14,M,COLD,18.77,81.5
10/22/2018,11/12/2018,21,3,,F1_HYBRID,F1,19x13X193x255,NYBZ16,M,RT,8.14,63.5
10/22/2018,11/16/2018,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ16,M,RT,9.7,68
10/22/2018,11/24/2018,33,4.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ16,M,RT,12.82,75
10/22/2018,12/02/2018,41,5.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ16,M,RT,14.66,80.5
10/22/2018,12/16/2018,55,7.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ16,M,RT,16.11,84
10/22/2018,12/29/2018,68,9.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ16,M,RT,17.11,85.5
10/22/2018,01/12/2019,82,11.71428571,,F1_HYBRID,F1,19x13X193x255,NYBZ16,M,RT,18.55,87
11/14/2018,12/05/2018,21,3,,F1_HYBRID,F1,19x13X193x255,NYBZ7,F,RT,9.05,63.5
11/14/2018,12/10/2018,26,3.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ7,F,RT,10.6,67
11/14/2018,12/16/2018,32,4.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ7,F,RT,11.06,70
11/14/2018,12/31/2018,47,6.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ7,F,RT,12.1,76
11/14/2018,01/12/2019,59,8.428571429,,F1_HYBRID,F1,19x13X193x255,NYBZ7,F,RT,12.51,78
11/14/2018,01/21/2019,68,9.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ7,F,RT,12.92,79
11/14/2018,12/05/2018,21,3,,F1_HYBRID,F1,19x13X193x255,NYBZ9,F,COLD,9.27,64
11/14/2018,12/10/2018,26,3.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ9,F,COLD,10.95,68.5
11/14/2018,12/16/2018,32,4.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ9,F,COLD,12.38,71
11/14/2018,12/31/2018,47,6.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ9,F,COLD,14.48,76
11/14/2018,01/12/2019,59,8.428571429,,F1_HYBRID,F1,19x13X193x255,NYBZ9,F,COLD,15.46,77.5
11/14/2018,01/21/2019,68,9.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ9,F,COLD,15.73,78.5
11/14/2018,12/05/2018,21,3,,F1_HYBRID,F1,19x13X193x255,NYBZ18,M,COLD,9.33,63
11/14/2018,12/10/2018,26,3.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ18,M,COLD,11.64,68.5
11/14/2018,12/16/2018,32,4.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ18,M,COLD,12.95,72
11/14/2018,12/31/2018,47,6.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ18,M,COLD,15.61,77
11/14/2018,01/12/2019,59,8.428571429,,F1_HYBRID,F1,19x13X193x255,NYBZ18,M,COLD,17.41,80.5
11/14/2018,01/21/2019,68,9.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ18,M,COLD,18.06,81.5
11/14/2018,12/05/2018,21,3,,F1_HYBRID,F1,19x13X193x255,NYBZ20,M,RT,9.5,64
11/14/2018,12/10/2018,26,3.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ20,M,RT,11.46,69.5
11/14/2018,12/16/2018,32,4.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ20,M,RT,12.85,73.5
11/14/2018,12/31/2018,47,6.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ20,M,RT,15.25,81
11/14/2018,01/12/2019,59,8.428571429,,F1_HYBRID,F1,19x13X193x255,NYBZ20,M,RT,15.93,82
11/14/2018,01/21/2019,68,9.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ20,M,RT,15.94,82
01/11/2019,02/02/2019,22,3.142857143,,F1_HYBRID,F1,19x13X193x255,NYBZ11,F,RT,9.27,
01/11/2019,02/05/2019,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ11,F,RT,9.4,66
01/11/2019,02/19/2019,39,5.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ11,F,RT,12.59,75
01/11/2019,02/28/2019,48,6.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ11,F,RT,13.73,79
01/11/2019,03/05/2019,53,7.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ11,F,RT,13.62,79
01/11/2019,03/14/2019,62,8.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ11,F,RT,13.71,82.5
01/11/2019,02/02/2019,22,3.142857143,,F1_HYBRID,F1,19x13X193x255,NYBZ22,M,RT,10.28,
01/11/2019,02/05/2019,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ22,M,RT,10.68,68
01/11/2019,02/19/2019,39,5.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ22,M,RT,16.94,78
01/11/2019,02/28/2019,48,6.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ22,M,RT,18.2,81.5
01/11/2019,03/05/2019,53,7.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ22,M,RT,18.13,83
01/11/2019,03/14/2019,62,8.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ22,M,RT,18.61,85.5
02/01/2019,02/27/2019,26,3.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ13,F,COLD,8.4,62
02/01/2019,03/05/2019,32,4.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ13,F,COLD,9.57,66.5
02/01/2019,03/14/2019,41,5.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ13,F,COLD,10.47,69
02/01/2019,03/26/2019,53,7.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ13,F,COLD,11.06,71.5
02/01/2019,04/02/2019,60,8.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ13,F,COLD,12.27,73
02/01/2019,02/27/2019,26,3.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ15,F,COLD,9.51,64.5
02/01/2019,03/05/2019,32,4.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ15,F,COLD,10.62,68
02/01/2019,03/14/2019,41,5.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ15,F,COLD,12.03,71.5
02/01/2019,03/26/2019,53,7.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ15,F,COLD,12.38,74.5
02/01/2019,04/02/2019,60,8.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ15,F,COLD,13.35,75
02/01/2019,02/27/2019,26,3.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ24,M,COLD,9.31,68
02/01/2019,03/05/2019,32,4.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ24,M,COLD,12.09,69
02/01/2019,03/14/2019,41,5.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ24,M,COLD,15.22,75
02/01/2019,03/26/2019,53,7.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ24,M,COLD,14.85,78.5
02/01/2019,04/02/2019,60,8.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ24,M,COLD,16.26,79
02/01/2019,02/27/2019,26,3.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ26,M,COLD,9.4,66.5
02/01/2019,03/05/2019,32,4.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ26,M,COLD,11.46,67.5
02/01/2019,03/14/2019,41,5.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ26,M,COLD,14.55,71.5
02/01/2019,03/26/2019,53,7.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ26,M,COLD,13.64,75.5
02/01/2019,04/02/2019,60,8.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ26,M,COLD,15.43,77
02/01/2019,02/27/2019,26,3.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ28,M,RT,9.29,65
02/01/2019,03/05/2019,32,4.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ28,M,RT,11.36,71.5
02/01/2019,03/14/2019,41,5.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ28,M,RT,12.73,76
02/01/2019,03/26/2019,53,7.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ28,M,RT,14.29,80.5
02/01/2019,04/02/2019,60,8.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ28,M,RT,14.33,80.5
02/01/2019,02/27/2019,26,3.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ30,M,RT,9.39,65
02/01/2019,03/05/2019,32,4.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ30,M,RT,11.33,70.5
02/01/2019,03/14/2019,41,5.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ30,M,RT,13.16,75
02/01/2019,03/26/2019,53,7.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ30,M,RT,15.07,80.5
02/01/2019,04/02/2019,60,8.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ30,M,RT,15.54,81.5
02/24/2019,03/21/2019,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ17,F,COLD,8.95,61.5
02/24/2019,04/05/2019,40,5.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ17,F,COLD,13.6,70.5
02/24/2019,04/18/2019,53,7.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ17,F,COLD,12.42,73.5
02/24/2019,03/21/2019,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ19,F,RT,9.13,54
02/24/2019,04/05/2019,40,5.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ19,F,RT,13.93,73.5
02/24/2019,04/18/2019,53,7.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ19,F,RT,14.56,77
02/24/2019,03/21/2019,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ21,F,RT,8.36,61
02/24/2019,04/05/2019,40,5.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ21,F,RT,11.9,71
02/24/2019,04/18/2019,53,7.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ21,F,RT,12.42,75.5
02/24/2019,03/21/2019,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ32,M,RT,9.11,61.5
02/24/2019,04/05/2019,40,5.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ32,M,RT,16.01,73.5
02/24/2019,04/18/2019,53,7.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ32,M,RT,16.48,78
02/24/2019,03/21/2019,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ34,M,COLD,9.78,63
02/24/2019,04/05/2019,40,5.714285714,,F1_HYBRID,F1,19x13X193x255,NYBZ34,M,COLD,17.52,73.5
02/24/2019,04/18/2019,53,7.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ34,M,COLD,17.51,78.5
04/09/2019,05/04/2019,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ23,F,COLD,9.88,61
04/09/2019,05/13/2019,34,4.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ23,F,COLD,12.15,67
04/09/2019,05/18/2019,39,5.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ23,F,COLD,13.43,70
04/09/2019,05/25/2019,46,6.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ23,F,COLD,14.5,71.5
04/09/2019,05/04/2019,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ25,F,COLD,9.64,65
04/09/2019,05/13/2019,34,4.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ25,F,COLD,12.26,69.5
04/09/2019,05/18/2019,39,5.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ25,F,COLD,12.66,72
04/09/2019,05/25/2019,46,6.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ25,F,COLD,14.02,74
04/09/2019,05/04/2019,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ27,F,RT,10.46,62.5
04/09/2019,05/13/2019,34,4.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ27,F,RT,11.71,68.5
04/09/2019,05/18/2019,39,5.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ27,F,RT,11.14,72.5
04/09/2019,05/25/2019,46,6.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ27,F,RT,12.23,73.5
04/09/2019,05/04/2019,25,3.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ36,M,RT,10.98,66
04/09/2019,05/13/2019,34,4.857142857,,F1_HYBRID,F1,19x13X193x255,NYBZ36,M,RT,13.26,74
04/09/2019,05/18/2019,39,5.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ36,M,RT,14.16,75
04/09/2019,05/25/2019,46,6.571428571,,F1_HYBRID,F1,19x13X193x255,NYBZ36,M,RT,13.92,78