"","DOB","DateMeasured","Age_days","Age_weeks","Age_category","Population","Generation","Line","Mouse_ID","Sex","Environment","Body_Weight_g","Tail_Length_mm","PopEnv"
"493","8/12/18","10/12/18",61,8.71,"na","Brazil","N12","MANB","222x254_BZ15","Female","Cold",13.15,71.5,"Brazil - Cold"
"494","8/12/18","10/19/18",68,9.71,"na","Brazil","N12","MANB","222x254_BZ6","Male","Warm",15.73,81,"Brazil - Warm"
"495","8/12/18","10/19/18",68,9.71,"na","Brazil","N12","MANB","222x254_BZ8","Male","Warm",14.03,77,"Brazil - Warm"
"496","8/12/18","10/19/18",68,9.71,"na","Brazil","N12","MANB","222x254_BZ10","Male","Cold",14.72,76.5,"Brazil - Cold"
"497","8/12/18","10/19/18",68,9.71,"na","Brazil","N12","MANB","222x254_BZ11","Female","Warm",12.13,75,"Brazil - Warm"
"498","8/12/18","10/19/18",68,9.71,"na","Brazil","N12","MANB","222x254_BZ13","Female","Cold",12.98,73,"Brazil - Cold"
"499","8/12/18","10/19/18",68,9.71,"na","Brazil","N12","MANB","222x254_BZ15","Female","Cold",12.86,71.5,"Brazil - Cold"
"500","6/9/18","7/5/18",26,3.71,"startexp","Brazil","N12","MANB","222x254_BZ1","Female","Cold",8.28,63,"Brazil - Cold"
"501","6/9/18","7/5/18",26,3.71,"startexp","Brazil","N12","MANB","222x254_BZ2","Male","Cold",8.72,65,"Brazil - Cold"
"502","6/9/18","7/5/18",26,3.71,"startexp","Brazil","N12","MANB","222x254_BZ3","Female","Warm",7.73,60,"Brazil - Warm"
"503","7/20/18","8/14/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ4","Male","Warm",9.14,66,"Brazil - Warm"
"504","7/20/18","8/14/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ5","Female","Warm",8.25,67,"Brazil - Warm"
"505","7/20/18","8/14/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ7","Female","Cold",7.3,66.5,"Brazil - Cold"
"506","7/20/18","8/14/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ9","Female","Cold",8.16,66.5,"Brazil - Cold"
"507","8/12/18","9/6/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ6","Male","Warm",9.25,66,"Brazil - Warm"
"508","8/12/18","9/6/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ8","Male","Warm",8.89,63.5,"Brazil - Warm"
"509","8/12/18","9/6/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ10","Male","Cold",9.5,66.5,"Brazil - Cold"
"510","8/12/18","9/6/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ11","Female","Warm",7.93,61,"Brazil - Warm"
"511","8/12/18","9/6/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ13","Female","Cold",8.08,63.5,"Brazil - Cold"
"512","8/12/18","9/6/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ15","Female","Cold",7.52,61.5,"Brazil - Cold"
"513","6/9/18","6/30/18",21,3,"weaning","Brazil","N12","MANB","222x254_BZ1","Female","Cold",6.01,56,"Brazil - Cold"
"514","6/9/18","6/30/18",21,3,"weaning","Brazil","N12","MANB","222x254_BZ2","Male","Cold",5.96,56,"Brazil - Cold"
"515","6/9/18","6/30/18",21,3,"weaning","Brazil","N12","MANB","222x254_BZ3","Female","Warm",4.82,54.5,"Brazil - Warm"
"516","8/12/18","9/2/18",21,3,"weaning","Brazil","N12","MANB","222x254_BZ6","Male","Warm",7.66,62.5,"Brazil - Warm"
"517","8/12/18","9/2/18",21,3,"weaning","Brazil","N12","MANB","222x254_BZ8","Male","Warm",7.02,59.5,"Brazil - Warm"
"518","8/12/18","9/2/18",21,3,"weaning","Brazil","N12","MANB","222x254_BZ10","Male","Cold",8.17,63,"Brazil - Cold"
"519","8/12/18","9/2/18",21,3,"weaning","Brazil","N12","MANB","222x254_BZ11","Female","Warm",6.6,57,"Brazil - Warm"
"520","8/12/18","9/2/18",21,3,"weaning","Brazil","N12","MANB","222x254_BZ13","Female","Cold",7.05,62,"Brazil - Cold"
"521","8/12/18","9/2/18",21,3,"weaning","Brazil","N12","MANB","222x254_BZ15","Female","Cold",6.5,58.5,"Brazil - Cold"
"522","6/10/18","8/26/18",77,11,"endexp","New York","N12","SARB","82x81_NY1","Female","Cold",18.1,64.5,"New York - Cold"
"523","6/10/18","8/26/18",77,11,"endexp","New York","N12","SARB","82x81_NY2","Male","Warm",21.84,72,"New York - Warm"
"524","6/10/18","8/26/18",77,11,"endexp","New York","N12","SARB","82x81_NY4","Male","Cold",18.38,65.5,"New York - Cold"
"525","6/10/18","8/26/18",77,11,"endexp","New York","N12","SARB","82x81_NY6","Male","Cold",18.38,66.5,"New York - Cold"
"526","6/10/18","8/26/18",77,11,"endexp","New York","N12","SARB","82x81_NY8","Male","Warm",21.35,71.5,"New York - Warm"
"527","6/10/18","8/26/18",77,11,"endexp","New York","N12","SARB","82x81_NY10","Male","Warm",19.23,70.5,"New York - Warm"
"528","7/7/18","9/17/18",72,10.29,"endexp","New York","N12","SARB","82x81_NY3","Female","Warm",17.72,71,"New York - Warm"
"529","7/7/18","9/17/18",72,10.29,"endexp","New York","N12","SARB","82x81_NY5","Female","Cold",17.8,67,"New York - Cold"
"530","7/7/18","9/17/18",72,10.29,"endexp","New York","N12","SARB","82x81_NY7","Female","Warm",16.61,67.5,"New York - Warm"
"531","8/19/18","11/3/18",76,10.86,"endexp","New York","N12","SARB","82x81_NY9","Female","Cold",15.72,63.5,"New York - Cold"
"532","8/19/18","11/3/18",76,10.86,"endexp","New York","N12","SARB","82x81_NY11","Female","Cold",19.59,71.5,"New York - Cold"
"533","8/19/18","11/3/18",76,10.86,"endexp","New York","N12","SARB","82x81_NY12","Male","Cold",23.48,74.5,"New York - Cold"
"534","8/19/18","11/3/18",76,10.86,"endexp","New York","N12","SARB","82x81_NY13","Female","Warm",16.36,69,"New York - Warm"
"535","8/19/18","11/3/18",76,10.86,"endexp","New York","N12","SARB","82x81_NY15","Female","Cold",18.88,70,"New York - Cold"
"536","8/19/18","11/3/18",76,10.86,"endexp","New York","N12","SARB","82x81_NY17","Female","Warm",16.82,70,"New York - Warm"
"537","6/10/18","7/12/18",32,4.57,"na","New York","N12","SARB","82x81_NY1","Female","Cold",15.61,62,"New York - Cold"
"538","6/10/18","7/12/18",32,4.57,"na","New York","N12","SARB","82x81_NY2","Male","Warm",17.65,65,"New York - Warm"
"539","6/10/18","7/12/18",32,4.57,"na","New York","N12","SARB","82x81_NY4","Male","Cold",14.23,62,"New York - Cold"
"540","6/10/18","7/12/18",32,4.57,"na","New York","N12","SARB","82x81_NY6","Male","Cold",14.47,63,"New York - Cold"
"541","6/10/18","7/12/18",32,4.57,"na","New York","N12","SARB","82x81_NY8","Male","Warm",17.78,65.5,"New York - Warm"
"542","6/10/18","7/12/18",32,4.57,"na","New York","N12","SARB","82x81_NY10","Male","Warm",18.54,68,"New York - Warm"
"543","6/10/18","7/19/18",39,5.57,"na","New York","N12","SARB","82x81_NY1","Female","Cold",17.39,62.5,"New York - Cold"
"544","6/10/18","7/19/18",39,5.57,"na","New York","N12","SARB","82x81_NY2","Male","Warm",19.36,66,"New York - Warm"
"545","6/10/18","7/19/18",39,5.57,"na","New York","N12","SARB","82x81_NY4","Male","Cold",16.16,62,"New York - Cold"
"546","6/10/18","7/19/18",39,5.57,"na","New York","N12","SARB","82x81_NY6","Male","Cold",15.88,64,"New York - Cold"
"547","6/10/18","7/19/18",39,5.57,"na","New York","N12","SARB","82x81_NY8","Male","Warm",19.86,67,"New York - Warm"
"548","6/10/18","7/19/18",39,5.57,"na","New York","N12","SARB","82x81_NY10","Male","Warm",19.13,68,"New York - Warm"
"549","6/10/18","7/26/18",46,6.57,"na","New York","N12","SARB","82x81_NY1","Female","Cold",17.7,63,"New York - Cold"
"550","6/10/18","7/26/18",46,6.57,"na","New York","N12","SARB","82x81_NY2","Male","Warm",19.33,66,"New York - Warm"
"551","6/10/18","7/26/18",46,6.57,"na","New York","N12","SARB","82x81_NY4","Male","Cold",16.84,62.5,"New York - Cold"
"552","6/10/18","7/26/18",46,6.57,"na","New York","N12","SARB","82x81_NY6","Male","Cold",16.66,64.5,"New York - Cold"
"553","6/10/18","7/26/18",46,6.57,"na","New York","N12","SARB","82x81_NY8","Male","Warm",19.6,69.5,"New York - Warm"
"554","6/10/18","7/26/18",46,6.57,"na","New York","N12","SARB","82x81_NY10","Male","Warm",18.71,68,"New York - Warm"
"555","6/10/18","8/2/18",53,7.57,"na","New York","N12","SARB","82x81_NY1","Female","Cold",16.99,64,"New York - Cold"
"556","6/10/18","8/2/18",53,7.57,"na","New York","N12","SARB","82x81_NY2","Male","Warm",20.35,70,"New York - Warm"
"557","6/10/18","8/2/18",53,7.57,"na","New York","N12","SARB","82x81_NY4","Male","Cold",17.31,63.5,"New York - Cold"
"558","6/10/18","8/2/18",53,7.57,"na","New York","N12","SARB","82x81_NY6","Male","Cold",16.58,65,"New York - Cold"
"559","6/10/18","8/2/18",53,7.57,"na","New York","N12","SARB","82x81_NY8","Male","Warm",19.99,71.5,"New York - Warm"
"560","6/10/18","8/2/18",53,7.57,"na","New York","N12","SARB","82x81_NY10","Male","Warm",18.83,69,"New York - Warm"
"561","6/10/18","8/9/18",60,8.57,"na","New York","N12","SARB","82x81_NY1","Female","Cold",17.14,64,"New York - Cold"
"562","6/10/18","8/9/18",60,8.57,"na","New York","N12","SARB","82x81_NY2","Male","Warm",20.66,70.5,"New York - Warm"
"563","6/10/18","8/9/18",60,8.57,"na","New York","N12","SARB","82x81_NY4","Male","Cold",17.77,64,"New York - Cold"
"564","6/10/18","8/9/18",60,8.57,"na","New York","N12","SARB","82x81_NY6","Male","Cold",16.44,65,"New York - Cold"
"565","6/10/18","8/9/18",60,8.57,"na","New York","N12","SARB","82x81_NY8","Male","Warm",19.55,71.5,"New York - Warm"
"566","6/10/18","8/9/18",60,8.57,"na","New York","N12","SARB","82x81_NY10","Male","Warm",19.01,70,"New York - Warm"
"567","6/10/18","8/16/18",67,9.57,"na","New York","N12","SARB","82x81_NY1","Female","Cold",18.02,64.5,"New York - Cold"
"568","6/10/18","8/16/18",67,9.57,"na","New York","N12","SARB","82x81_NY2","Male","Warm",21.68,71,"New York - Warm"
"569","6/10/18","8/16/18",67,9.57,"na","New York","N12","SARB","82x81_NY4","Male","Cold",18.23,65.5,"New York - Cold"
"570","6/10/18","8/16/18",67,9.57,"na","New York","N12","SARB","82x81_NY6","Male","Cold",17.67,66.5,"New York - Cold"
"571","6/10/18","8/16/18",67,9.57,"na","New York","N12","SARB","82x81_NY8","Male","Warm",20.95,71.5,"New York - Warm"
"572","6/10/18","8/16/18",67,9.57,"na","New York","N12","SARB","82x81_NY10","Male","Warm",19.7,70.5,"New York - Warm"
"573","6/10/18","8/23/18",74,10.57,"na","New York","N12","SARB","82x81_NY1","Female","Cold",17.87,64.5,"New York - Cold"
"574","6/10/18","8/23/18",74,10.57,"na","New York","N12","SARB","82x81_NY2","Male","Warm",21.87,72,"New York - Warm"
"575","6/10/18","8/23/18",74,10.57,"na","New York","N12","SARB","82x81_NY4","Male","Cold",18.74,65.5,"New York - Cold"
"576","6/10/18","8/23/18",74,10.57,"na","New York","N12","SARB","82x81_NY6","Male","Cold",17.87,66.5,"New York - Cold"
"577","6/10/18","8/23/18",74,10.57,"na","New York","N12","SARB","82x81_NY8","Male","Warm",20.86,71.5,"New York - Warm"
"578","6/10/18","8/23/18",74,10.57,"na","New York","N12","SARB","82x81_NY10","Male","Warm",19.31,70.5,"New York - Warm"
"579","7/7/18","8/8/18",32,4.57,"na","New York","N12","SARB","82x81_NY3","Female","Warm",15.04,65,"New York - Warm"
"580","7/7/18","8/8/18",32,4.57,"na","New York","N12","SARB","82x81_NY5","Female","Cold",15.13,62,"New York - Cold"
"581","7/7/18","8/8/18",32,4.57,"na","New York","N12","SARB","82x81_NY7","Female","Warm",14.52,63,"New York - Warm"
"582","7/7/18","8/15/18",39,5.57,"na","New York","N12","SARB","82x81_NY3","Female","Warm",16.1,66.5,"New York - Warm"
"583","7/7/18","8/15/18",39,5.57,"na","New York","N12","SARB","82x81_NY5","Female","Cold",16.06,63.5,"New York - Cold"
"584","7/7/18","8/15/18",39,5.57,"na","New York","N12","SARB","82x81_NY7","Female","Warm",15.16,65,"New York - Warm"
"585","7/7/18","8/22/18",46,6.57,"na","New York","N12","SARB","82x81_NY3","Female","Warm",16.57,68,"New York - Warm"
"586","7/7/18","8/22/18",46,6.57,"na","New York","N12","SARB","82x81_NY5","Female","Cold",16.28,65,"New York - Cold"
"587","7/7/18","8/22/18",46,6.57,"na","New York","N12","SARB","82x81_NY7","Female","Warm",15.31,65,"New York - Warm"
"588","7/7/18","8/29/18",53,7.57,"na","New York","N12","SARB","82x81_NY3","Female","Warm",16.57,70,"New York - Warm"
"589","7/7/18","8/29/18",53,7.57,"na","New York","N12","SARB","82x81_NY5","Female","Cold",16.6,66.5,"New York - Cold"
"590","7/7/18","8/29/18",53,7.57,"na","New York","N12","SARB","82x81_NY7","Female","Warm",15.56,67.5,"New York - Warm"
"591","7/7/18","9/5/18",60,8.57,"na","New York","N12","SARB","82x81_NY3","Female","Warm",17.09,70.5,"New York - Warm"
"592","7/7/18","9/5/18",60,8.57,"na","New York","N12","SARB","82x81_NY5","Female","Cold",16.42,67,"New York - Cold"
"593","7/7/18","9/5/18",60,8.57,"na","New York","N12","SARB","82x81_NY7","Female","Warm",16.96,67.5,"New York - Warm"
"594","7/7/18","9/13/18",68,9.71,"na","New York","N12","SARB","82x81_NY3","Female","Warm",16.82,71,"New York - Warm"
"595","7/7/18","9/13/18",68,9.71,"na","New York","N12","SARB","82x81_NY5","Female","Cold",17.1,67,"New York - Cold"
"596","7/7/18","9/13/18",68,9.71,"na","New York","N12","SARB","82x81_NY7","Female","Warm",15.9,67.5,"New York - Warm"
"597","8/19/18","9/22/18",34,4.86,"na","New York","N12","SARB","82x81_NY9","Female","Cold",13.17,60,"New York - Cold"
"598","8/19/18","9/22/18",34,4.86,"na","New York","N12","SARB","82x81_NY11","Female","Cold",15.76,66.5,"New York - Cold"
"599","8/19/18","9/22/18",34,4.86,"na","New York","N12","SARB","82x81_NY12","Male","Cold",18.18,67.5,"New York - Cold"
"600","8/19/18","9/20/18",32,4.57,"na","New York","N12","SARB","82x81_NY13","Female","Warm",13.9,63.5,"New York - Warm"
"601","8/19/18","9/22/18",34,4.86,"na","New York","N12","SARB","82x81_NY15","Female","Cold",14.7,65,"New York - Cold"
"602","8/19/18","9/20/18",32,4.57,"na","New York","N12","SARB","82x81_NY17","Female","Warm",13.53,64,"New York - Warm"
"603","8/19/18","9/27/18",39,5.57,"na","New York","N12","SARB","82x81_NY9","Female","Cold",14.66,60,"New York - Cold"
"604","8/19/18","9/27/18",39,5.57,"na","New York","N12","SARB","82x81_NY11","Female","Cold",18.05,67,"New York - Cold"
"605","8/19/18","9/27/18",39,5.57,"na","New York","N12","SARB","82x81_NY12","Male","Cold",20.15,69,"New York - Cold"
"606","8/19/18","9/27/18",39,5.57,"na","New York","N12","SARB","82x81_NY13","Female","Warm",16.24,65,"New York - Warm"
"607","8/19/18","9/27/18",39,5.57,"na","New York","N12","SARB","82x81_NY15","Female","Cold",15.75,67,"New York - Cold"
"608","8/19/18","9/27/18",39,5.57,"na","New York","N12","SARB","82x81_NY17","Female","Warm",15.29,66.5,"New York - Warm"
"609","8/19/18","10/4/18",46,6.57,"na","New York","N12","SARB","82x81_NY9","Female","Cold",14.21,62.5,"New York - Cold"
"610","8/19/18","10/4/18",46,6.57,"na","New York","N12","SARB","82x81_NY11","Female","Cold",18.45,69,"New York - Cold"
"611","8/19/18","10/4/18",46,6.57,"na","New York","N12","SARB","82x81_NY12","Male","Cold",20.18,72,"New York - Cold"
"612","8/19/18","10/4/18",46,6.57,"na","New York","N12","SARB","82x81_NY13","Female","Warm",15.95,67,"New York - Warm"
"613","8/19/18","10/4/18",46,6.57,"na","New York","N12","SARB","82x81_NY15","Female","Cold",16.42,67.5,"New York - Cold"
"614","8/19/18","10/4/18",46,6.57,"na","New York","N12","SARB","82x81_NY17","Female","Warm",15.23,68.5,"New York - Warm"
"615","8/19/18","10/12/18",54,7.71,"na","New York","N12","SARB","82x81_NY9","Female","Cold",14.69,62,"New York - Cold"
"616","8/19/18","10/12/18",54,7.71,"na","New York","N12","SARB","82x81_NY11","Female","Cold",18.09,69,"New York - Cold"
"617","8/19/18","10/12/18",54,7.71,"na","New York","N12","SARB","82x81_NY12","Male","Cold",20.5,72.5,"New York - Cold"
"618","8/19/18","10/12/18",54,7.71,"na","New York","N12","SARB","82x81_NY13","Female","Warm",16.26,68,"New York - Warm"
"619","8/19/18","10/12/18",54,7.71,"na","New York","N12","SARB","82x81_NY15","Female","Cold",16.68,69,"New York - Cold"
"620","8/19/18","10/12/18",54,7.71,"na","New York","N12","SARB","82x81_NY17","Female","Warm",15.99,68.5,"New York - Warm"
"621","8/19/18","10/19/18",61,8.71,"na","New York","N12","SARB","82x81_NY9","Female","Cold",15.85,63.5,"New York - Cold"
"622","8/19/18","10/19/18",61,8.71,"na","New York","N12","SARB","82x81_NY11","Female","Cold",18.89,71.5,"New York - Cold"
"623","8/19/18","10/19/18",61,8.71,"na","New York","N12","SARB","82x81_NY12","Male","Cold",21.68,74.5,"New York - Cold"
"624","8/19/18","10/19/18",61,8.71,"na","New York","N12","SARB","82x81_NY13","Female","Warm",16.52,69,"New York - Warm"
"625","8/19/18","10/19/18",61,8.71,"na","New York","N12","SARB","82x81_NY15","Female","Cold",17.71,70,"New York - Cold"
"626","8/19/18","10/19/18",61,8.71,"na","New York","N12","SARB","82x81_NY17","Female","Warm",16.62,69,"New York - Warm"
"627","6/10/18","7/5/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY1","Female","Cold",13.63,61,"New York - Cold"
"628","6/10/18","7/5/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY2","Male","Warm",12.1,62.5,"New York - Warm"
"629","6/10/18","7/5/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY4","Male","Cold",12.36,61.5,"New York - Cold"
"630","6/10/18","7/5/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY6","Male","Cold",12.56,63,"New York - Cold"
"631","6/10/18","7/5/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY8","Male","Warm",12.64,62.5,"New York - Warm"
"632","6/10/18","7/5/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY10","Male","Warm",13.15,62.5,"New York - Warm"
"633","7/7/18","8/1/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY3","Female","Warm",13.7,61,"New York - Warm"
"634","7/7/18","8/1/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY5","Female","Cold",12.65,58.5,"New York - Cold"
"635","7/7/18","8/1/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY7","Female","Warm",13.17,60,"New York - Warm"
"636","8/19/18","9/13/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY9","Female","Cold",10.37,57,"New York - Cold"
"637","8/19/18","9/13/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY11","Female","Cold",13.06,62,"New York - Cold"
"638","8/19/18","9/13/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY12","Male","Cold",13.68,63.5,"New York - Cold"
"639","8/19/18","9/13/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY13","Female","Warm",11.56,61,"New York - Warm"
"640","8/19/18","9/13/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY15","Female","Cold",11.78,62,"New York - Cold"
"641","8/19/18","9/13/18",25,3.57,"startexp","New York","N12","SARB","82x81_NY17","Female","Warm",11.44,60.5,"New York - Warm"
"642","6/10/18","7/1/18",21,3,"weaning","New York","N12","SARB","82x81_NY1","Female","Cold",11.34,58,"New York - Cold"
"643","6/10/18","7/1/18",21,3,"weaning","New York","N12","SARB","82x81_NY2","Male","Warm",10.02,53,"New York - Warm"
"644","6/10/18","7/1/18",21,3,"weaning","New York","N12","SARB","82x81_NY4","Male","Cold",9.89,56,"New York - Cold"
"645","6/10/18","7/1/18",21,3,"weaning","New York","N12","SARB","82x81_NY6","Male","Cold",10.38,56,"New York - Cold"
"646","6/10/18","7/1/18",21,3,"weaning","New York","N12","SARB","82x81_NY8","Male","Warm",10.61,56,"New York - Warm"
"647","6/10/18","7/1/18",21,3,"weaning","New York","N12","SARB","82x81_NY10","Male","Warm",10.18,56,"New York - Warm"
"648","7/7/18","7/27/18",20,2.86,"weaning","New York","N12","SARB","82x81_NY3","Female","Warm",10.88,57,"New York - Warm"
"649","7/7/18","7/27/18",20,2.86,"weaning","New York","N12","SARB","82x81_NY5","Female","Cold",10.87,55,"New York - Cold"
"650","7/7/18","7/27/18",20,2.86,"weaning","New York","N12","SARB","82x81_NY7","Female","Warm",10.63,55.5,"New York - Warm"
"651","8/19/18","9/10/18",22,3.14,"weaning","New York","N12","SARB","82x81_NY9","Female","Cold",10.13,56.5,"New York - Cold"
"652","8/19/18","9/10/18",22,3.14,"weaning","New York","N12","SARB","82x81_NY11","Female","Cold",12.06,60.5,"New York - Cold"
"653","8/19/18","9/10/18",22,3.14,"weaning","New York","N12","SARB","82x81_NY12","Male","Cold",12.83,62,"New York - Cold"
"654","8/19/18","9/10/18",22,3.14,"weaning","New York","N12","SARB","82x81_NY13","Female","Warm",11.04,59,"New York - Warm"
"655","8/19/18","9/10/18",22,3.14,"weaning","New York","N12","SARB","82x81_NY15","Female","Cold",11.56,60.5,"New York - Cold"
"656","8/19/18","9/10/18",22,3.14,"weaning","New York","N12","SARB","82x81_NY17","Female","Warm",11.59,59,"New York - Warm"
